trip_id,source_area,museum_name,museum_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
274,PM Palem,Eastern Art Museum,Asilmetta,14.9,1h 29min,Rs.134,Rs.209,Rs.284,Very High,Cab,8:30-10:00 AM; 6:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from PM Palem to Eastern Art Museum in Asilmetta. ~14.9km. Very High traffic expected. Best option: Cab.
275,MVP Colony,Eastern Art Museum,Asilmetta,5.2,21 min,Rs.57,Rs.92,Rs.138,High,Auto,9:00-11:00 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from MVP Colony to Eastern Art Museum in Asilmetta. ~5.2km. High traffic expected. Best option: Auto.
276,Siripuram,Eastern Art Museum,Asilmetta,2.7,11 min,Rs.37,Rs.62,Rs.100,High,Rapido Bike,9:00-11:30 AM; 6:30-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Siripuram to Eastern Art Museum in Asilmetta. ~2.7km. High traffic expected. Best option: Rapido Bike.
277,Dwaraka Nagar,Eastern Art Museum,Asilmetta,1.2,5 min,Rs.25,Rs.44,Rs.78,Moderate,Rapido Bike,9:00-11:00 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Dwaraka Nagar to Eastern Art Museum in Asilmetta. ~1.2km. Moderate traffic expected. Best option: Rapido Bike.
278,Maddilapalem,Eastern Art Museum,Asilmetta,4.5,18 min,Rs.51,Rs.84,Rs.128,High,Auto,8:30-10:30 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Maddilapalem to Eastern Art Museum in Asilmetta. ~4.5km. High traffic expected. Best option: Auto.
279,NAD Junction,Eastern Art Museum,Asilmetta,4.4,26 min,Rs.50,Rs.83,Rs.126,Very High,Auto,8:00-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from NAD Junction to Eastern Art Museum in Asilmetta. ~4.4km. Very High traffic expected. Best option: Auto.
280,Seethammadhara,Eastern Art Museum,Asilmetta,6.9,28 min,Rs.70,Rs.113,Rs.164,High,Auto,9:00-11:00 AM; 6:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Seethammadhara to Eastern Art Museum in Asilmetta. ~6.9km. High traffic expected. Best option: Auto.
281,Jagadamba,Eastern Art Museum,Asilmetta,1.3,8 min,Rs.25,Rs.46,Rs.80,Very High,Rapido Bike,10:00 AM-12:00 PM; 6:00-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Jagadamba to Eastern Art Museum in Asilmetta. ~1.3km. Very High traffic expected. Best option: Rapido Bike.
282,Asilmetta,Eastern Art Museum,Asilmetta,1.7,5 min,Rs.29,Rs.50,Rs.86,Moderate,Rapido Bike,9:00-11:30 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Asilmetta to Eastern Art Museum in Asilmetta. ~1.7km. Moderate traffic expected. Best option: Rapido Bike.
283,Railway Station,Eastern Art Museum,Asilmetta,1.1,7 min,Rs.24,Rs.43,Rs.76,Very High,Rapido Bike,7:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Railway Station to Eastern Art Museum in Asilmetta. ~1.1km. Very High traffic expected. Best option: Rapido Bike.
284,RTC Complex,Eastern Art Museum,Asilmetta,1.8,5 min,Rs.29,Rs.52,Rs.87,Moderate,Rapido Bike,8:00-10:00 AM; 5:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from RTC Complex to Eastern Art Museum in Asilmetta. ~1.8km. Moderate traffic expected. Best option: Rapido Bike.
285,Airport,Eastern Art Museum,Asilmetta,8.7,24 min,Rs.85,Rs.134,Rs.190,Moderate,Rapido Bike,6:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Airport to Eastern Art Museum in Asilmetta. ~8.7km. Moderate traffic expected. Best option: Rapido Bike.
286,Pendurthi,Eastern Art Museum,Asilmetta,12.0,33 min,Rs.111,Rs.174,Rs.240,Moderate,Auto,7:30-9:30 AM; 5:00-7:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Pendurthi to Eastern Art Museum in Asilmetta. ~12.0km. Moderate traffic expected. Best option: Auto.
287,Gopalapatnam,Eastern Art Museum,Asilmetta,14.3,1h 26min,Rs.129,Rs.202,Rs.274,Very High,Cab,8:00-10:00 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Gopalapatnam to Eastern Art Museum in Asilmetta. ~14.3km. Very High traffic expected. Best option: Cab.
288,Kurmannapalem,Eastern Art Museum,Asilmetta,13.5,54 min,Rs.123,Rs.192,Rs.262,High,Auto,8:00-9:30 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Kurmannapalem to Eastern Art Museum in Asilmetta. ~13.5km. High traffic expected. Best option: Auto.
289,Auto Nagar,Eastern Art Museum,Asilmetta,13.8,55 min,Rs.125,Rs.196,Rs.267,High,Auto,7:30-9:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Auto Nagar to Eastern Art Museum in Asilmetta. ~13.8km. High traffic expected. Best option: Auto.
290,Steel Plant,Eastern Art Museum,Asilmetta,12.0,48 min,Rs.111,Rs.174,Rs.240,High,Auto,7:00-9:00 AM; 4:30-7:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Steel Plant to Eastern Art Museum in Asilmetta. ~12.0km. High traffic expected. Best option: Auto.
291,Scindia,Eastern Art Museum,Asilmetta,15.5,1h 33min,Rs.139,Rs.216,Rs.292,Very High,Cab,8:00-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Scindia to Eastern Art Museum in Asilmetta. ~15.5km. Very High traffic expected. Best option: Cab.
292,One Town,Eastern Art Museum,Asilmetta,2.3,14 min,Rs.33,Rs.58,Rs.94,Very High,Rapido Bike,9:30-11:30 AM; 6:00-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from One Town to Eastern Art Museum in Asilmetta. ~2.3km. Very High traffic expected. Best option: Rapido Bike.
293,Poorna Market,Eastern Art Museum,Asilmetta,2.4,10 min,Rs.34,Rs.59,Rs.96,High,Rapido Bike,9:30-12:00 PM; 5:30-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Poorna Market to Eastern Art Museum in Asilmetta. ~2.4km. High traffic expected. Best option: Rapido Bike.
294,RK Beach,Eastern Art Museum,Asilmetta,6.9,28 min,Rs.70,Rs.113,Rs.164,High,Auto,6:00-9:00 AM; 5:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from RK Beach to Eastern Art Museum in Asilmetta. ~6.9km. High traffic expected. Best option: Auto.
295,Rushikonda,Eastern Art Museum,Asilmetta,6.2,17 min,Rs.65,Rs.104,Rs.153,Moderate,Rapido Bike,7:00-9:30 AM; 4:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Rushikonda to Eastern Art Museum in Asilmetta. ~6.2km. Moderate traffic expected. Best option: Rapido Bike.
296,Lawson's Bay,Eastern Art Museum,Asilmetta,6.3,17 min,Rs.65,Rs.106,Rs.154,Moderate,Rapido Bike,7:30-9:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Lawson's Bay to Eastern Art Museum in Asilmetta. ~6.3km. Moderate traffic expected. Best option: Rapido Bike.
297,Hanumanthuwaka,Eastern Art Museum,Asilmetta,12.9,1h 17min,Rs.118,Rs.185,Rs.254,Very High,Cab,8:00-10:00 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Hanumanthuwaka to Eastern Art Museum in Asilmetta. ~12.9km. Very High traffic expected. Best option: Cab.
298,Arilova,Eastern Art Museum,Asilmetta,17.1,1h 43min,Rs.152,Rs.235,Rs.316,Very High,Cab,8:30-10:30 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Arilova to Eastern Art Museum in Asilmetta. ~17.1km. Very High traffic expected. Best option: Cab.
299,Beach Road,Eastern Art Museum,Asilmetta,3.2,13 min,Rs.41,Rs.68,Rs.108,High,Rapido Bike,6:30-9:00 AM; 5:30-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Beach Road to Eastern Art Museum in Asilmetta. ~3.2km. High traffic expected. Best option: Rapido Bike.
300,Kailasagiri,Eastern Art Museum,Asilmetta,5.4,22 min,Rs.58,Rs.95,Rs.141,High,Auto,7:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Kailasagiri to Eastern Art Museum in Asilmetta. ~5.4km. High traffic expected. Best option: Auto.
301,Gajuwaka,Victory at Sea War Memorial,RK Beach,15.1,1h 0min,Rs.136,Rs.211,Rs.286,High,Auto,8:00-10:00 AM; 6:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Gajuwaka to Victory at Sea War Memorial in RK Beach. ~15.1km. High traffic expected. Best option: Auto.
302,Kommadi,Victory at Sea War Memorial,RK Beach,10.6,21 min,Rs.100,Rs.157,Rs.219,Low,Auto,8:30-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Kommadi to Victory at Sea War Memorial in RK Beach. ~10.6km. Low traffic expected. Best option: Auto.
303,Madhurawada,Victory at Sea War Memorial,RK Beach,10.1,28 min,Rs.96,Rs.151,Rs.212,Moderate,Auto,8:00-10:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Madhurawada to Victory at Sea War Memorial in RK Beach. ~10.1km. Moderate traffic expected. Best option: Auto.
304,PM Palem,Victory at Sea War Memorial,RK Beach,9.8,27 min,Rs.93,Rs.148,Rs.207,Moderate,Rapido Bike,8:30-10:00 AM; 6:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from PM Palem to Victory at Sea War Memorial in RK Beach. ~9.8km. Moderate traffic expected. Best option: Rapido Bike.
305,MVP Colony,Victory at Sea War Memorial,RK Beach,4.1,16 min,Rs.48,Rs.79,Rs.122,High,Auto,9:00-11:00 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from MVP Colony to Victory at Sea War Memorial in RK Beach. ~4.1km. High traffic expected. Best option: Auto.
306,Siripuram,Victory at Sea War Memorial,RK Beach,3.7,15 min,Rs.45,Rs.74,Rs.116,High,Rapido Bike,9:00-11:30 AM; 6:30-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Siripuram to Victory at Sea War Memorial in RK Beach. ~3.7km. High traffic expected. Best option: Rapido Bike.
307,Dwaraka Nagar,Victory at Sea War Memorial,RK Beach,4.8,19 min,Rs.53,Rs.88,Rs.132,High,Auto,9:00-11:00 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Dwaraka Nagar to Victory at Sea War Memorial in RK Beach. ~4.8km. High traffic expected. Best option: Auto.
308,Maddilapalem,Victory at Sea War Memorial,RK Beach,5.5,11 min,Rs.59,Rs.96,Rs.142,Low,Rapido Bike,8:30-10:30 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Maddilapalem to Victory at Sea War Memorial in RK Beach. ~5.5km. Low traffic expected. Best option: Rapido Bike.
309,NAD Junction,Victory at Sea War Memorial,RK Beach,5.9,24 min,Rs.62,Rs.101,Rs.148,High,Auto,8:00-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from NAD Junction to Victory at Sea War Memorial in RK Beach. ~5.9km. High traffic expected. Best option: Auto.
310,Seethammadhara,Victory at Sea War Memorial,RK Beach,7.9,32 min,Rs.78,Rs.125,Rs.178,High,Auto,9:00-11:00 AM; 6:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Seethammadhara to Victory at Sea War Memorial in RK Beach. ~7.9km. High traffic expected. Best option: Auto.
311,Jagadamba,Victory at Sea War Memorial,RK Beach,5.3,32 min,Rs.57,Rs.94,Rs.140,Very High,Auto,10:00 AM-12:00 PM; 6:00-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Jagadamba to Victory at Sea War Memorial in RK Beach. ~5.3km. Very High traffic expected. Best option: Auto.
312,Asilmetta,Victory at Sea War Memorial,RK Beach,6.2,25 min,Rs.65,Rs.104,Rs.153,High,Auto,9:00-11:30 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Asilmetta to Victory at Sea War Memorial in RK Beach. ~6.2km. High traffic expected. Best option: Auto.
313,Railway Station,Victory at Sea War Memorial,RK Beach,3.2,13 min,Rs.41,Rs.68,Rs.108,High,Rapido Bike,7:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Railway Station to Victory at Sea War Memorial in RK Beach. ~3.2km. High traffic expected. Best option: Rapido Bike.
314,RTC Complex,Victory at Sea War Memorial,RK Beach,3.1,19 min,Rs.40,Rs.67,Rs.106,Very High,Rapido Bike,8:00-10:00 AM; 5:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from RTC Complex to Victory at Sea War Memorial in RK Beach. ~3.1km. Very High traffic expected. Best option: Rapido Bike.
315,Airport,Victory at Sea War Memorial,RK Beach,15.0,1h 0min,Rs.135,Rs.210,Rs.285,High,Auto,6:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Airport to Victory at Sea War Memorial in RK Beach. ~15.0km. High traffic expected. Best option: Auto.
316,Pendurthi,Victory at Sea War Memorial,RK Beach,20.3,55 min,Rs.177,Rs.274,Rs.364,Moderate,Cab,7:30-9:30 AM; 5:00-7:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Pendurthi to Victory at Sea War Memorial in RK Beach. ~20.3km. Moderate traffic expected. Best option: Cab.
317,Gopalapatnam,Victory at Sea War Memorial,RK Beach,21.4,1h 26min,Rs.186,Rs.287,Rs.381,High,Cab,8:00-10:00 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Gopalapatnam to Victory at Sea War Memorial in RK Beach. ~21.4km. High traffic expected. Best option: Cab.
318,Kurmannapalem,Victory at Sea War Memorial,RK Beach,17.5,1h 10min,Rs.155,Rs.240,Rs.322,High,Auto,8:00-9:30 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Kurmannapalem to Victory at Sea War Memorial in RK Beach. ~17.5km. High traffic expected. Best option: Auto.
319,Auto Nagar,Victory at Sea War Memorial,RK Beach,14.4,58 min,Rs.130,Rs.203,Rs.276,High,Auto,7:30-9:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Auto Nagar to Victory at Sea War Memorial in RK Beach. ~14.4km. High traffic expected. Best option: Auto.
320,Steel Plant,Victory at Sea War Memorial,RK Beach,15.9,32 min,Rs.142,Rs.221,Rs.298,Low,Auto,7:00-9:00 AM; 4:30-7:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Steel Plant to Victory at Sea War Memorial in RK Beach. ~15.9km. Low traffic expected. Best option: Auto.
321,Scindia,Victory at Sea War Memorial,RK Beach,20.1,1h 20min,Rs.176,Rs.271,Rs.362,High,Cab,8:00-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Scindia to Victory at Sea War Memorial in RK Beach. ~20.1km. High traffic expected. Best option: Cab.
322,One Town,Victory at Sea War Memorial,RK Beach,4.1,16 min,Rs.48,Rs.79,Rs.122,High,Auto,9:30-11:30 AM; 6:00-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from One Town to Victory at Sea War Memorial in RK Beach. ~4.1km. High traffic expected. Best option: Auto.
323,Poorna Market,Victory at Sea War Memorial,RK Beach,3.8,15 min,Rs.45,Rs.76,Rs.117,High,Rapido Bike,9:30-12:00 PM; 5:30-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Poorna Market to Victory at Sea War Memorial in RK Beach. ~3.8km. High traffic expected. Best option: Rapido Bike.
324,RK Beach,Victory at Sea War Memorial,RK Beach,1.3,5 min,Rs.25,Rs.46,Rs.80,Low,Rapido Bike,6:00-9:00 AM; 5:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from RK Beach to Victory at Sea War Memorial in RK Beach. ~1.3km. Low traffic expected. Best option: Rapido Bike.
325,Rushikonda,Victory at Sea War Memorial,RK Beach,1.6,6 min,Rs.28,Rs.49,Rs.84,High,Rapido Bike,7:00-9:30 AM; 4:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Rushikonda to Victory at Sea War Memorial in RK Beach. ~1.6km. High traffic expected. Best option: Rapido Bike.
326,Lawson's Bay,Victory at Sea War Memorial,RK Beach,1.8,5 min,Rs.29,Rs.52,Rs.87,Moderate,Rapido Bike,7:30-9:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Lawson's Bay to Victory at Sea War Memorial in RK Beach. ~1.8km. Moderate traffic expected. Best option: Rapido Bike.
327,Hanumanthuwaka,Victory at Sea War Memorial,RK Beach,10.6,42 min,Rs.100,Rs.157,Rs.219,High,Auto,8:00-10:00 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Hanumanthuwaka to Victory at Sea War Memorial in RK Beach. ~10.6km. High traffic expected. Best option: Auto.
328,Arilova,Victory at Sea War Memorial,RK Beach,16.5,1h 6min,Rs.147,Rs.228,Rs.308,High,Auto,8:30-10:30 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Arilova to Victory at Sea War Memorial in RK Beach. ~16.5km. High traffic expected. Best option: Auto.
329,Beach Road,Victory at Sea War Memorial,RK Beach,1.5,5 min,Rs.27,Rs.48,Rs.82,Low,Rapido Bike,6:30-9:00 AM; 5:30-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Beach Road to Victory at Sea War Memorial in RK Beach. ~1.5km. Low traffic expected. Best option: Rapido Bike.
330,Kailasagiri,Victory at Sea War Memorial,RK Beach,1.1,5 min,Rs.24,Rs.43,Rs.76,High,Rapido Bike,7:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,RK Beach; Kursura Submarine Memorial; Beach Road Junction,Travel from Kailasagiri to Victory at Sea War Memorial in RK Beach. ~1.1km. High traffic expected. Best option: Rapido Bike.
331,Gajuwaka,Araku Tribal Museum,Araku Valley,118.7,3h 57min,Not Available,Not Available,Rs.4463,Low,Cab (Outstation),8:00-10:00 AM; 6:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Gajuwaka to Araku Tribal Museum in Araku Valley. ~118.7km. Low traffic expected. Best option: Cab (Outstation).
332,Kommadi,Araku Tribal Museum,Araku Valley,116.5,5h 18min,Not Available,Not Available,Rs.3922,Moderate,Cab (Outstation),8:30-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Kommadi to Araku Tribal Museum in Araku Valley. ~116.5km. Moderate traffic expected. Best option: Cab (Outstation).
333,Madhurawada,Araku Tribal Museum,Araku Valley,115.9,7h 44min,Not Available,Not Available,Rs.2802,High,Cab (Outstation),8:00-10:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Madhurawada to Araku Tribal Museum in Araku Valley. ~115.9km. High traffic expected. Best option: Cab (Outstation).
334,PM Palem,Araku Tribal Museum,Araku Valley,118.5,7h 54min,Not Available,Not Available,Rs.2872,High,Cab (Outstation),8:30-10:00 AM; 6:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from PM Palem to Araku Tribal Museum in Araku Valley. ~118.5km. High traffic expected. Best option: Cab (Outstation).
335,MVP Colony,Araku Tribal Museum,Araku Valley,122.8,4h 6min,Not Available,Not Available,Rs.3450,Low,Cab (Outstation),9:00-11:00 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from MVP Colony to Araku Tribal Museum in Araku Valley. ~122.8km. Low traffic expected. Best option: Cab (Outstation).
336,Siripuram,Araku Tribal Museum,Araku Valley,109.5,10h 57min,Not Available,Not Available,Rs.3875,Very High,Cab (Outstation),9:00-11:30 AM; 6:30-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Siripuram to Araku Tribal Museum in Araku Valley. ~109.5km. Very High traffic expected. Best option: Cab (Outstation).
337,Dwaraka Nagar,Araku Tribal Museum,Araku Valley,107.6,7h 10min,Not Available,Not Available,Rs.3632,High,Cab (Outstation),9:00-11:00 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Dwaraka Nagar to Araku Tribal Museum in Araku Valley. ~107.6km. High traffic expected. Best option: Cab (Outstation).
338,Maddilapalem,Araku Tribal Museum,Araku Valley,123.5,5h 37min,Not Available,Not Available,Rs.3905,Moderate,Cab (Outstation),8:30-10:30 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Maddilapalem to Araku Tribal Museum in Araku Valley. ~123.5km. Moderate traffic expected. Best option: Cab (Outstation).
339,NAD Junction,Araku Tribal Museum,Araku Valley,121.7,5h 32min,Not Available,Not Available,Rs.4246,Moderate,Cab (Outstation),8:00-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from NAD Junction to Araku Tribal Museum in Araku Valley. ~121.7km. Moderate traffic expected. Best option: Cab (Outstation).
340,Seethammadhara,Araku Tribal Museum,Araku Valley,114.5,7h 38min,Not Available,Not Available,Rs.2968,High,Cab (Outstation),9:00-11:00 AM; 6:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Seethammadhara to Araku Tribal Museum in Araku Valley. ~114.5km. High traffic expected. Best option: Cab (Outstation).
341,Jagadamba,Araku Tribal Museum,Araku Valley,108.1,7h 12min,Not Available,Not Available,Rs.4252,High,Cab (Outstation),10:00 AM-12:00 PM; 6:00-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Jagadamba to Araku Tribal Museum in Araku Valley. ~108.1km. High traffic expected. Best option: Cab (Outstation).
342,Asilmetta,Araku Tribal Museum,Araku Valley,107.6,10h 46min,Not Available,Not Available,Rs.3362,Very High,Cab (Outstation),9:00-11:30 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Asilmetta to Araku Tribal Museum in Araku Valley. ~107.6km. Very High traffic expected. Best option: Cab (Outstation).
