"route_id,source_area,hospital_name,hospital_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,emergency_friendly,tourist_friendly,description"
"VZG00001,Gajuwaka,4S Multispeciality Hospital,Gajuwaka,Gajuwaka Bus Stop,28,City Bus,""Gajuwaka Junction, Gajuwaka Market, Hospital Zone"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 28 from Gajuwaka to 4S Multispeciality Hospital in Gajuwaka. Passes through Gajuwaka, Major Junction, Gajuwaka. Approx 1.5 km, 9 mins."""
"VZG00068,Maddilapalem,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,28,Express,""Maddilapalem, Seethammadhara, Kancharapalem, Gajuwaka"",44.5,138 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Maddilapalem to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Maddilapalem, Major Junction, Gajuwaka. Approx 44.5 km, 138 mins."""
"VZG00069,NAD Junction,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,39,Semi-Express,""NAD Junction, Dondaparthy, Kancharapalem, Gajuwaka"",17.7,58 mins,Rs.25,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39 from NAD Junction to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through NAD Junction, Major Junction, Gajuwaka. Approx 17.7 km, 58 mins."""
"VZG00070,Seethammadhara,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,28,Express,""Seethammadhara, Dondaparthy, Kancharapalem, Gajuwaka"",48.7,151 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Seethammadhara to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Seethammadhara, Major Junction, Gajuwaka. Approx 48.7 km, 151 mins."""
"VZG00071,Jagadamba,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,28,Express,""Jagadamba, Siripuram, Kancharapalem, Gajuwaka"",45.4,141 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Jagadamba to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Jagadamba, Major Junction, Gajuwaka. Approx 45.4 km, 141 mins."""
"VZG00072,Asilmetta,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,28,Express,""Asilmetta, Jagadamba, Kancharapalem, Gajuwaka"",44.9,139 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Asilmetta to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Asilmetta, Major Junction, Gajuwaka. Approx 44.9 km, 139 mins."""
"VZG00073,Railway Station,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,28,Express,""Railway Station, RTC Complex, Kancharapalem, Gajuwaka"",44.2,137 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Railway Station to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Railway Station, Major Junction, Gajuwaka. Approx 44.2 km, 137 mins."""
"VZG00074,RTC Complex,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,28,Express,""RTC Complex, Jagadamba, Kancharapalem, Gajuwaka"",44.5,138 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from RTC Complex to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through RTC Complex, Major Junction, Gajuwaka. Approx 44.5 km, 138 mins."""
"VZG00075,Airport,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,38A,Semi-Express,""Airport, Bhimli Road, Kancharapalem, Gajuwaka"",12.4,42 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 38A from Airport to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Airport, Major Junction, Gajuwaka. Approx 12.4 km, 42 mins."""
"VZG00076,Pendurthi,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,39P,City Bus,""Pendurthi, Marripalem, Kancharapalem, Gajuwaka"",7.9,28 mins,Rs.15,05:30,22:00,15,0.5,Yes,No,""APSRTC bus 39P from Pendurthi to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Pendurthi, Major Junction, Gajuwaka. Approx 7.9 km, 28 mins."""
"VZG00077,Gopalapatnam,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,39G,Semi-Express,""Gopalapatnam, NAD Junction, Kancharapalem, Gajuwaka"",16.0,53 mins,Rs.25,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39G from Gopalapatnam to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Gopalapatnam, Major Junction, Gajuwaka. Approx 16.0 km, 53 mins."""
"VZG00078,Kurmannapalem,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,39KN,Semi-Express,""Kurmannapalem, NAD Junction, Kancharapalem, Gajuwaka"",11.2,38 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 39KN from Kurmannapalem to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Kurmannapalem, Major Junction, Gajuwaka. Approx 11.2 km, 38 mins."""
"VZG00079,Auto Nagar,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,400,City Bus,""Auto Nagar, Kancharapalem, Gajuwaka"",8.8,31 mins,Rs.15,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 400 from Auto Nagar to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Auto Nagar, Major Junction, Gajuwaka. Approx 8.8 km, 31 mins."""
"VZG00080,Steel Plant,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,400,City Bus,""Steel Plant, Gajuwaka, Kancharapalem, Gajuwaka"",4.4,18 mins,Rs.10,05:30,22:00,15,0.3,Yes,No,""APSRTC bus 400 from Steel Plant to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Steel Plant, Major Junction, Gajuwaka. Approx 4.4 km, 18 mins."""
"VZG00081,Scindia,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,28SC,Express,""Scindia, One Town, Kancharapalem, Gajuwaka"",46.4,144 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28SC from Scindia to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Scindia, Major Junction, Gajuwaka. Approx 46.4 km, 144 mins."""
"VZG00082,One Town,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,28OT,Express,""One Town, RTC Complex, Kancharapalem, Gajuwaka"",46.3,143 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28OT from One Town to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through One Town, Major Junction, Gajuwaka. Approx 46.3 km, 143 mins."""
"VZG00083,Poorna Market,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,28PM,Express,""Poorna Market, One Town, Kancharapalem, Gajuwaka"",48.6,150 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28PM from Poorna Market to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Poorna Market, Major Junction, Gajuwaka. Approx 48.6 km, 150 mins."""
"VZG00084,RK Beach,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,28RK,Express,""RK Beach, Siripuram, Kancharapalem, Gajuwaka"",37.4,117 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28RK from RK Beach to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through RK Beach, Major Junction, Gajuwaka. Approx 37.4 km, 117 mins."""
"VZG00085,Rushikonda,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,99R,Semi-Express,""Rushikonda, Kommadi, Kancharapalem, Gajuwaka"",17.6,57 mins,Rs.25,06:00,21:00,30,0.8,Partial,No,""APSRTC bus 99R from Rushikonda to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Rushikonda, Major Junction, Gajuwaka. Approx 17.6 km, 57 mins."""
"VZG00086,Lawson's Bay,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,28LB,Express,""Lawson's Bay, Siripuram, Kancharapalem, Gajuwaka"",29.6,93 mins,Rs.35,06:00,21:00,30,0.8,Partial,No,""APSRTC bus 28LB from Lawson's Bay to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Lawson's Bay, Major Junction, Gajuwaka. Approx 29.6 km, 93 mins."""
"VZG00087,Hanumanthuwaka,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,28H,Express,""Hanumanthuwaka, Madhavadhara, Kancharapalem, Gajuwaka"",54.4,168 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28H from Hanumanthuwaka to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Hanumanthuwaka, Major Junction, Gajuwaka. Approx 54.4 km, 168 mins."""
"VZG00088,Arilova,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,99AR,Semi-Express,""Arilova, NAD Junction, Kancharapalem, Gajuwaka"",18.7,61 mins,Rs.25,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 99AR from Arilova to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Arilova, Major Junction, Gajuwaka. Approx 18.7 km, 61 mins."""
"VZG00089,Beach Road,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,28BR,Express,""Beach Road, Siripuram, Kancharapalem, Gajuwaka"",37.4,117 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28BR from Beach Road to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Beach Road, Major Junction, Gajuwaka. Approx 37.4 km, 117 mins."""
"VZG00090,Kailasagiri,Abhaya Heart & Multi Speciality Care,Gajuwaka,Gajuwaka Bus Stop,28KG,Express,""Kailasagiri, RK Beach, Kancharapalem, Gajuwaka"",33.0,104 mins,Rs.35,06:00,21:00,30,0.8,Partial,No,""APSRTC bus 28KG from Kailasagiri to Abhaya Heart & Multi Speciality Care in Gajuwaka. Passes through Kailasagiri, Major Junction, Gajuwaka. Approx 33.0 km, 104 mins."""
"VZG00091,Gajuwaka,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28,City Bus,""Gajuwaka Junction, Gajuwaka Market, Hospital Zone"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 28 from Gajuwaka to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Gajuwaka, Major Junction, Gajuwaka. Approx 1.5 km, 9 mins."""
"VZG00092,Kommadi,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,99,Semi-Express,""Kommadi, NAD Junction, Kancharapalem, Gajuwaka"",12.4,42 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 99 from Kommadi to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Kommadi, Major Junction, Gajuwaka. Approx 12.4 km, 42 mins."""
"VZG00093,Madhurawada,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,99,Semi-Express,""Madhurawada, NAD Junction, Kancharapalem, Gajuwaka"",11.8,40 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 99 from Madhurawada to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Madhurawada, Major Junction, Gajuwaka. Approx 11.8 km, 40 mins."""
"VZG00094,PM Palem,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,99,Semi-Express,""PM Palem, Madhurawada, Kancharapalem, Gajuwaka"",11.0,38 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 99 from PM Palem to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through PM Palem, Major Junction, Gajuwaka. Approx 11.0 km, 38 mins."""
"VZG00095,MVP Colony,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28,Express,""MVP Colony, Seethammadhara, Kancharapalem, Gajuwaka"",40.4,126 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from MVP Colony to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through MVP Colony, Major Junction, Gajuwaka. Approx 40.4 km, 126 mins."""
"VZG00096,Siripuram,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28,Express,""Siripuram, Jagadamba, Kancharapalem, Gajuwaka"",39.7,124 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Siripuram to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Siripuram, Major Junction, Gajuwaka. Approx 39.7 km, 124 mins."""
"VZG00097,Dwaraka Nagar,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28,Express,""Dwaraka Nagar, Jagadamba, Kancharapalem, Gajuwaka"",41.7,130 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Dwaraka Nagar to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Dwaraka Nagar, Major Junction, Gajuwaka. Approx 41.7 km, 130 mins."""
"VZG00098,Maddilapalem,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28,Express,""Maddilapalem, Seethammadhara, Kancharapalem, Gajuwaka"",44.5,138 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Maddilapalem to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Maddilapalem, Major Junction, Gajuwaka. Approx 44.5 km, 138 mins."""
"VZG00099,NAD Junction,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,39,Semi-Express,""NAD Junction, Dondaparthy, Kancharapalem, Gajuwaka"",17.7,58 mins,Rs.25,05:30,22:00,30,0.8,No,No,""APSRTC bus 39 from NAD Junction to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through NAD Junction, Major Junction, Gajuwaka. Approx 17.7 km, 58 mins."""
"VZG00100,Seethammadhara,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28,Express,""Seethammadhara, Dondaparthy, Kancharapalem, Gajuwaka"",48.7,151 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Seethammadhara to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Seethammadhara, Major Junction, Gajuwaka. Approx 48.7 km, 151 mins."""
"VZG00101,Jagadamba,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28,Express,""Jagadamba, Siripuram, Kancharapalem, Gajuwaka"",45.4,141 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Jagadamba to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Jagadamba, Major Junction, Gajuwaka. Approx 45.4 km, 141 mins."""
"VZG00102,Asilmetta,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28,Express,""Asilmetta, Jagadamba, Kancharapalem, Gajuwaka"",44.9,139 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Asilmetta to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Asilmetta, Major Junction, Gajuwaka. Approx 44.9 km, 139 mins."""
"VZG00103,Railway Station,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28,Express,""Railway Station, RTC Complex, Kancharapalem, Gajuwaka"",44.2,137 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Railway Station to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Railway Station, Major Junction, Gajuwaka. Approx 44.2 km, 137 mins."""
"VZG00104,RTC Complex,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28,Express,""RTC Complex, Jagadamba, Kancharapalem, Gajuwaka"",44.5,138 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from RTC Complex to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through RTC Complex, Major Junction, Gajuwaka. Approx 44.5 km, 138 mins."""
"VZG00105,Airport,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,38A,Semi-Express,""Airport, Bhimli Road, Kancharapalem, Gajuwaka"",12.4,42 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 38A from Airport to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Airport, Major Junction, Gajuwaka. Approx 12.4 km, 42 mins."""
"VZG00106,Pendurthi,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,39P,City Bus,""Pendurthi, Marripalem, Kancharapalem, Gajuwaka"",7.9,28 mins,Rs.15,05:30,22:00,15,0.5,No,No,""APSRTC bus 39P from Pendurthi to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Pendurthi, Major Junction, Gajuwaka. Approx 7.9 km, 28 mins."""
"VZG00107,Gopalapatnam,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,39G,Semi-Express,""Gopalapatnam, NAD Junction, Kancharapalem, Gajuwaka"",16.0,53 mins,Rs.25,05:30,22:00,30,0.8,No,No,""APSRTC bus 39G from Gopalapatnam to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Gopalapatnam, Major Junction, Gajuwaka. Approx 16.0 km, 53 mins."""
"VZG00108,Kurmannapalem,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,39KN,Semi-Express,""Kurmannapalem, NAD Junction, Kancharapalem, Gajuwaka"",11.2,38 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 39KN from Kurmannapalem to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Kurmannapalem, Major Junction, Gajuwaka. Approx 11.2 km, 38 mins."""
"VZG00109,Auto Nagar,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,400,City Bus,""Auto Nagar, Kancharapalem, Gajuwaka"",8.8,31 mins,Rs.15,05:30,22:00,20,0.5,No,No,""APSRTC bus 400 from Auto Nagar to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Auto Nagar, Major Junction, Gajuwaka. Approx 8.8 km, 31 mins."""
"VZG00110,Steel Plant,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,400,City Bus,""Steel Plant, Gajuwaka, Kancharapalem, Gajuwaka"",4.4,18 mins,Rs.10,05:30,22:00,15,0.3,No,No,""APSRTC bus 400 from Steel Plant to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Steel Plant, Major Junction, Gajuwaka. Approx 4.4 km, 18 mins."""
"VZG00111,Scindia,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28SC,Express,""Scindia, One Town, Kancharapalem, Gajuwaka"",46.4,144 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28SC from Scindia to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Scindia, Major Junction, Gajuwaka. Approx 46.4 km, 144 mins."""
"VZG00112,One Town,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28OT,Express,""One Town, RTC Complex, Kancharapalem, Gajuwaka"",46.3,143 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28OT from One Town to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through One Town, Major Junction, Gajuwaka. Approx 46.3 km, 143 mins."""
"VZG00113,Poorna Market,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28PM,Express,""Poorna Market, One Town, Kancharapalem, Gajuwaka"",48.6,150 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28PM from Poorna Market to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Poorna Market, Major Junction, Gajuwaka. Approx 48.6 km, 150 mins."""
"VZG00114,RK Beach,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28RK,Express,""RK Beach, Siripuram, Kancharapalem, Gajuwaka"",37.4,117 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28RK from RK Beach to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through RK Beach, Major Junction, Gajuwaka. Approx 37.4 km, 117 mins."""
"VZG00115,Rushikonda,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,99R,Semi-Express,""Rushikonda, Kommadi, Kancharapalem, Gajuwaka"",17.6,57 mins,Rs.25,06:00,21:00,30,0.8,No,No,""APSRTC bus 99R from Rushikonda to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Rushikonda, Major Junction, Gajuwaka. Approx 17.6 km, 57 mins."""
"VZG00116,Lawson's Bay,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28LB,Express,""Lawson's Bay, Siripuram, Kancharapalem, Gajuwaka"",29.6,93 mins,Rs.35,06:00,21:00,30,0.8,No,No,""APSRTC bus 28LB from Lawson's Bay to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Lawson's Bay, Major Junction, Gajuwaka. Approx 29.6 km, 93 mins."""
"VZG00117,Hanumanthuwaka,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28H,Express,""Hanumanthuwaka, Madhavadhara, Kancharapalem, Gajuwaka"",54.4,168 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28H from Hanumanthuwaka to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Hanumanthuwaka, Major Junction, Gajuwaka. Approx 54.4 km, 168 mins."""
"VZG00118,Arilova,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,99AR,Semi-Express,""Arilova, NAD Junction, Kancharapalem, Gajuwaka"",18.7,61 mins,Rs.25,05:30,22:00,30,0.8,No,No,""APSRTC bus 99AR from Arilova to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Arilova, Major Junction, Gajuwaka. Approx 18.7 km, 61 mins."""
"VZG00119,Beach Road,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28BR,Express,""Beach Road, Siripuram, Kancharapalem, Gajuwaka"",37.4,117 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28BR from Beach Road to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Beach Road, Major Junction, Gajuwaka. Approx 37.4 km, 117 mins."""
"VZG00120,Kailasagiri,Amrutha Neuro Psychiatry Hospital,Gajuwaka,Gajuwaka Main Road,28KG,Express,""Kailasagiri, RK Beach, Kancharapalem, Gajuwaka"",33.0,104 mins,Rs.35,06:00,21:00,30,0.8,No,No,""APSRTC bus 28KG from Kailasagiri to Amrutha Neuro Psychiatry Hospital in Gajuwaka. Passes through Kailasagiri, Major Junction, Gajuwaka. Approx 33.0 km, 104 mins."""
"VZG00121,Gajuwaka,Ankitha Hospital,Gajuwaka,Gajuwaka Bus Stop,28,City Bus,""Gajuwaka Junction, Gajuwaka Market, Hospital Zone"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 28 from Gajuwaka to Ankitha Hospital in Gajuwaka. Passes through Gajuwaka, Major Junction, Gajuwaka. Approx 1.5 km, 9 mins."""
"VZG00122,Kommadi,Ankitha Hospital,Gajuwaka,Gajuwaka Bus Stop,99,Semi-Express,""Kommadi, NAD Junction, Kancharapalem, Gajuwaka"",12.4,42 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 99 from Kommadi to Ankitha Hospital in Gajuwaka. Passes through Kommadi, Major Junction, Gajuwaka. Approx 12.4 km, 42 mins."""
"VZG00123,Madhurawada,Ankitha Hospital,Gajuwaka,Gajuwaka Bus Stop,99,Semi-Express,""Madhurawada, NAD Junction, Kancharapalem, Gajuwaka"",11.8,40 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 99 from Madhurawada to Ankitha Hospital in Gajuwaka. Passes through Madhurawada, Major Junction, Gajuwaka. Approx 11.8 km, 40 mins."""
"VZG00124,PM Palem,Ankitha Hospital,Gajuwaka,Gajuwaka Bus Stop,99,Semi-Express,""PM Palem, Madhurawada, Kancharapalem, Gajuwaka"",11.0,38 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 99 from PM Palem to Ankitha Hospital in Gajuwaka. Passes through PM Palem, Major Junction, Gajuwaka. Approx 11.0 km, 38 mins."""
"VZG00125,MVP Colony,Ankitha Hospital,Gajuwaka,Gajuwaka Bus Stop,28,Express,""MVP Colony, Seethammadhara, Kancharapalem, Gajuwaka"",40.4,126 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from MVP Colony to Ankitha Hospital in Gajuwaka. Passes through MVP Colony, Major Junction, Gajuwaka. Approx 40.4 km, 126 mins."""
"VZG00126,Siripuram,Ankitha Hospital,Gajuwaka,Gajuwaka Bus Stop,28,Express,""Siripuram, Jagadamba, Kancharapalem, Gajuwaka"",39.7,124 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Siripuram to Ankitha Hospital in Gajuwaka. Passes through Siripuram, Major Junction, Gajuwaka. Approx 39.7 km, 124 mins."""
"VZG00127,Dwaraka Nagar,Ankitha Hospital,Gajuwaka,Gajuwaka Bus Stop,28,Express,""Dwaraka Nagar, Jagadamba, Kancharapalem, Gajuwaka"",41.7,130 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Dwaraka Nagar to Ankitha Hospital in Gajuwaka. Passes through Dwaraka Nagar, Major Junction, Gajuwaka. Approx 41.7 km, 130 mins."""
"VZG00128,Maddilapalem,Ankitha Hospital,Gajuwaka,Gajuwaka Bus Stop,28,Express,""Maddilapalem, Seethammadhara, Kancharapalem, Gajuwaka"",44.5,138 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Maddilapalem to Ankitha Hospital in Gajuwaka. Passes through Maddilapalem, Major Junction, Gajuwaka. Approx 44.5 km, 138 mins."""
"VZG00129,NAD Junction,Ankitha Hospital,Gajuwaka,Gajuwaka Bus Stop,39,Semi-Express,""NAD Junction, Dondaparthy, Kancharapalem, Gajuwaka"",17.7,58 mins,Rs.25,05:30,22:00,30,0.8,No,No,""APSRTC bus 39 from NAD Junction to Ankitha Hospital in Gajuwaka. Passes through NAD Junction, Major Junction, Gajuwaka. Approx 17.7 km, 58 mins."""
"VZG00130,Seethammadhara,Ankitha Hospital,Gajuwaka,Gajuwaka Bus Stop,28,Express,""Seethammadhara, Dondaparthy, Kancharapalem, Gajuwaka"",48.7,151 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Seethammadhara to Ankitha Hospital in Gajuwaka. Passes through Seethammadhara, Major Junction, Gajuwaka. Approx 48.7 km, 151 mins."""
