Restaurant Name,Address,City,Category,Rating,Reviews Count,Speciality,Budget Min (INR),Budget Max (INR),Expected Budget Range
Sri Kaveri Tiffins,"satya surya complex,rtc complex, 48-19-1/79, seethammapetha rd, main, road",Visakhapatnam,Restaurant,3.9,176,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Brovet_Hub Vizag,"shop no 26, central park, opp. rtc complex road, near 222 bus stop",Visakhapatnam,Fast food restaurant,5.0,36,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Sripatham,"09-16-2/a, vip rd, behind varun health centre",Visakhapatnam,South Indian restaurant,4.4,295,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Rice Bowl,"1st floor, vinayagar kosala, d.no. 10-1-14, travellors bungalow road",Visakhapatnam,Restaurant,3.3,18,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Planet 9 Restaurant,"ground floor, sri rama sai gayatri arcade, rama talkies rd, beside axis bank",Visakhapatnam,Restaurant,4.4,543,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Ghuma Ghumalu Curry Point,"64, akkayyapalem main rd, near muthoot finance",Visakhapatnam,Indian restaurant,1.0,1,"Indian cuisine with rice, curries, dals & traditional meals",100,400,Rs.100 - Rs.400 per person
Maa Chutneys,"gvk plaza, 47-10-36, ground floor, beside fortune srikanya hotel",Visakhapatnam,Vegetarian restaurant,4.0,4541,"Pure vegetarian meals, South Indian & North Indian veg dishes",80,300,Rs.80 - Rs.300 per person
Sri Devi Ganesh Chicken And Eggs Centre,"jaggarao bridge, 49-1-1",Visakhapatnam,Chicken restaurant,4.8,6,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Basheer Biryani &Fast Foods,opposite sainadh medicals&general stories,Visakhapatnam,Restaurant,,0,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Anushka Chat Bhandar,p8p2+47j,Visakhapatnam,Fast food restaurant,3.4,8,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Baybee Chikizza,"dwaraka nagar 1st lane, shreemuka complex",Visakhapatnam,Fried chicken takeaway,4.4,310,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Ak'S Taste Well,"p8g5+72w, 1st ln",Visakhapatnam,Restaurant,4.0,788,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Sairam Hot Foods,"45, akkayyapalem main rd",Visakhapatnam,Fast food restaurant,4.0,1,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Kamat Restaurant And Takeaway- Dwarakanagar,dwaraka nagar 1st ln,Visakhapatnam,Biryani restaurant,3.8,764,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Gana Mama Fast Food And Biryani Centre,p8g5+325,Visakhapatnam,Fast food restaurant,4.1,310,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Aathidyam Restaurant,,Visakhapatnam,Family restaurant,4.8,240,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
B2B Biryanis & More,49-14-11/5,Visakhapatnam,Restaurant,4.9,26,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Behrouz Biryani Dwaraka Vizag,"seethammapeta main rd 48/12/9, first floor, potluri castle",Visakhapatnam,Biryani restaurant,3.4,86,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Dibbi Restaurant,"1chinnaooru,2nd, near, 49/43/4, akkayyapalem main rd",Visakhapatnam,Non vegetarian restaurant,3.0,3,"Pure vegetarian meals, South Indian & North Indian veg dishes",80,300,Rs.80 - Rs.300 per person
Maruti Tiffin Centre,"ward no 12, akkayyapalem 80 feet rd",Visakhapatnam,Vegetarian restaurant,4.2,11,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Ifc Indian Friend Chicken,,Visakhapatnam,Food court,4.7,11,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Green Valley Resto Cafe,"road, near sampath vinayaka temple, behind vinis shopping mall and old latha hospital",Visakhapatnam,Restaurant,4.9,8,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Dhanush Taste Well Biryani,p8p2+45p,Visakhapatnam,Indian restaurant,4.7,3,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Foodie Mama,"p8c5+rj8, ram nagar rd",Visakhapatnam,Biryani restaurant,4.0,653,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Amritsar Haveli Visakhapatnam,"2nd floor, navaratna trade center, beside meghalaya hotel",Visakhapatnam,Punjabi restaurant,4.3,1884,"North Indian curries, roti, dal makhani, paneer dishes & lassi",120,450,Rs.120 - Rs.450 per person
Lj Grand Multi Cuisine Restaurant,lic circle,Visakhapatnam,Restaurant,4.8,35,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Sharukh Mayur Fast Food,junction,Visakhapatnam,Fast food restaurant,4.7,23,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Visakha Night'S Fast Food & Biryani,"opp, women's college rd",Visakhapatnam,Fast food restaurant,3.8,4,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Royyalanaidu,"p8g3+chf, 1st ln, near diamond park road",Visakhapatnam,South Indian restaurant,3.9,249,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Kpn Kitchen/ Best Resturent In Vizag,,Visakhapatnam,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Delish Express,"hotel cool river building, 10-37-1, bachpan school road",Visakhapatnam,Restaurant,4.6,1002,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Divya Chicken Pakodi And Biryani Center,"dr.no:43-9-245, near lakshmi ganesh arch, opposite simhagiri towers",Visakhapatnam,Restaurant,4.6,44,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Lankalapalli Siva,44-6-10,Visakhapatnam,Fast food restaurant,,0,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Talasila Food Services & Catering,"subbalakshmi kalyanamandapam, opp srikanya theatre, subbalakshmi nagar, railway new colony, visakhapatnam, pin code-530016",Visakhapatnam,Restaurant,5.0,4,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Kumar Kitchen,9/22/2003,Visakhapatnam,Restaurant,5.0,10,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Biryani Darbar,"10-7-21/1, behind gvmc",Visakhapatnam,Biryani restaurant,4.0,57,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Naidu Curry Point,"p8h5+hp9, day and night hospital rd",Visakhapatnam,Restaurant,4.0,24,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Ayyappa Biryani House,"shop no.10, dwaraka bus station, beside lalitha jewellery",Visakhapatnam,Biryani restaurant,5.0,4,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Tanzo,"rtc complex rd, opposite central park",Visakhapatnam,Continental restaurant,4.9,62,"Continental & Italian cuisine: pasta, grills, salads & mocktails",200,800,Rs.200 - Rs.800 per person
Sri Sai Ganesh Water Point And Ice Cream,"bus stand, dwaraka",Visakhapatnam,Restaurant,4.5,2,"Ice creams, sundaes, desserts & frozen treats",60,250,Rs.60 - Rs.250 per person
The Red Box - Dwaraka Nagar,"sunder residency, sri venkateswara nilayam, ground floor, srinagar floor, ramatalkies market road",Visakhapatnam,Chinese restaurant,3.9,435,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
Fresh Choice - Cakes & Bakes,akkayyapalem main rd,Visakhapatnam,Bakery,4.1,238,"Fresh baked goods, cakes, pastries, cookies & sweets",50,300,Rs.50 - Rs.300 per person
Kakinada Vari Chitti Naidu Kodi Pulao,"p8c5+wm9, ntr rd",Visakhapatnam,Biryani restaurant,2.5,2,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Sri Vari Tiffins,"sfs, jail rd",Visakhapatnam,Tiffin center,,0,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Hello Vizag Restaurant,"rama takies, opp: rainbow grand, reddy hospital rd",Visakhapatnam,Indian restaurant,4.2,178,"Indian cuisine with rice, curries, dals & traditional meals",100,400,Rs.100 - Rs.400 per person
Devi Meals & Curry Point,p8c5+rwh,Visakhapatnam,Family restaurant,,0,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Sai Durga Fast Foods,p8c5+mmm,Visakhapatnam,Restaurant,4.3,3,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Burger King,"unit no 3, ground floor, rtc complex, jail rd, near gvmc office",Visakhapatnam,Fast food restaurant,4.5,2248,"Burgers, wraps, sandwiches & continental fast food",80,300,Rs.80 - Rs.300 per person
Svd Tiffins,svd tiffins jai bharat nagar,Visakhapatnam,Fast food restaurant,4.7,3,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Gnaneswari Street Food,"door no: 48, 2-34, rama talkies rd","SRINAGAR, Visakhapatnam",Indian restaurant,5.0,5,"Indian cuisine with rice, curries, dals & traditional meals",100,400,Rs.100 - Rs.400 per person
Lounge 99,10/27/2017,Visakhapatnam,Restaurant,5.0,6,"Cocktails, mocktails, beverages & bar snacks",300,1200,Rs.300 - Rs.1200 per person
One Piece - Wheel Of Flavours,"p8c5+r63, ram nagar rd",Visakhapatnam,Fast food restaurant,3.9,14,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Konapala Malleswara Rao,ramadan talkies,Visakhapatnam,Fast food restaurant,,0,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Sri Bakers Joy,"48-7-49, rama talkies rd, opp. sunder residency",Visakhapatnam,Restaurant,5.0,3,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
V&V Coco Fresh : Tea House : Kathi Junction,9/15/2016,Visakhapatnam,Coffee shop,4.9,13,"Cafe beverages, snacks, light meals & desserts",80,350,Rs.80 - Rs.350 per person
Fresh Choice,"vip rd, near siripuram juncation",Visakhapatnam,Bakery,4.2,2736,"Fresh baked goods, cakes, pastries, cookies & sweets",50,300,Rs.50 - Rs.300 per person
Ssd Fast Foods And Biryanis,near gvmc,Visakhapatnam,Fast food restaurant,4.0,6,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Eats Inn,p8m4+4vm,Visakhapatnam,Restaurant,4.5,227,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Landmark Building,"530002, 10-51-12/3, kailas facor layout, kailasametta",Visakhapatnam,Restaurant,4.3,18,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Bhanu Lakshmi Enterprises,rtc complex inner road,Visakhapatnam,Restaurant,5.0,1,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Kanaka Durgamma Fast Food Center,"p8h6+8p7, rama talkies rd",Visakhapatnam,Fast food restaurant,4.2,5,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Wok Republic,"1st floor, vinayagar kosala, beside sarvani sweets",Visakhapatnam,Restaurant,3.2,38,"Cocktails, mocktails, beverages & bar snacks",300,1200,Rs.300 - Rs.1200 per person
Hotel Meghalaya,"10-4-15, ram nagar rd",Visakhapatnam,Hotel,3.9,6734,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Sampath Vinayaka Food Point,"10-1-10/a, sampath vinayaka temple rd",Visakhapatnam,Breakfast restaurant,5.0,1,"Morning breakfast specials: tiffins, parathas & hot beverages",40,180,Rs.40 - Rs.180 per person
Rizvi Biryani,"48-14-120, yaseen masjid",Visakhapatnam,Biryani restaurant,4.2,276,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Food Pot,"first floor, cbm compound, 9-17-4, rama talkies rd, opposite hotel destiny",Visakhapatnam,Restaurant,4.2,49,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Mana Vizag Biryani,"10-5-4a, ram nagar rd",Visakhapatnam,Fast food restaurant,4.0,10,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Vaishali,"door no 10-4-15, rtc complex road, asilameta junction, ram nagar",Visakhapatnam,Restaurant,3.3,72,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
S.S.V Food Hub,"p7hr+fv6, railway new colony rd, near sri kanya theatre",Visakhapatnam,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Punjabi Dhaba,p79p+2rp,Visakhapatnam,Punjabi restaurant,4.0,65,"North Indian curries, roti, dal makhani, paneer dishes & lassi",120,450,Rs.120 - Rs.450 per person
Nareshfood,"00000, 2",Visakhapatnam,Fast food restaurant,,0,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Rambabu Chat Bandi,p8f6+qhm,Visakhapatnam,Fast food restaurant,,0,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Niara Family Restaurant,"door no-48, up stair of hot chips, 14-57/3, rama talkies rd, opp. to optical plaza",Visakhapatnam,Restaurant,4.6,20,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Bhavana Signages,"p8g5+7w4, rama talkies rd",Visakhapatnam,Restaurant,5.0,1,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Sai Muri Mixture And Bajji Center,"43, railway new colony rd",Visakhapatnam,Fast food restaurant,3.0,43,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Taj Foods,"taj foods center, railway new colony rd, near hotel simha giri",Visakhapatnam,Biryani restaurant,1.0,1,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Dil Se Hyderabadi Haleem,"dr ka paul convention centre, ram nagar rd, opp. sampath vinayaka temple road, beside meghalaya hotel",Visakhapatnam,Haleem restaurant,4.2,33,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Amma Chethi Gorumudha 2,"railway new colony rd, opposite pia showroom",Visakhapatnam,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Ratnam Gari Vantillu,43-20-5 t.s.n colony,Visakhapatnam,Restaurant,2.4,5,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Sr Paradise Family Restaurant,,Visakhapatnam,Restaurant,4.0,146,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Rr Chicken Pakodi Centre,,Visakhapatnam,Fast food restaurant,5.0,1,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
The Mobile Pizzeria,"p8f5+m96, jail rd",Visakhapatnam,Pizza restaurant,4.0,1,"Pizzas, pasta, garlic bread & Italian-style fast food",150,600,Rs.150 - Rs.600 per person
Guntur Vari Sri Sri Sri Aadisankara Mess,"49-3-42, railway new colony rd, near sai kanya theatre",Visakhapatnam,Restaurant,3.8,19,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Fm Bucket Biryani,"p7hr+3qf, railway new colony rd, opposite railway new colony","arch, Visakhapatnam",Takeout Restaurant,4.2,6,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Seenu Babu Kodi Palav,p8c5+vmx,Visakhapatnam,Biryani restaurant,2.4,27,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Sri Maruthi Hotel,"12, railway new colony rd",Visakhapatnam,Family restaurant,2.0,1,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Bhimavaram Vantakam,"1st floor, 43-9-130/a, opp. tvs show room",Visakhapatnam,Restaurant,4.2,55,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Visakha Star Abhiruchi Palav & Biryani,"p7gx+q6x, railway new colony rd",Visakhapatnam,Family restaurant,5.0,10,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Spicy Kv Fast Food,"p8f6+c9p, ram nagar rd, opp. sampath vinayaka temple road, beside meghalaya hotel",Visakhapatnam,Fast food restaurant,4.8,9,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Khaja Baba Chicken Pakodi,"43-9-19/2, railway new colony rd",Visakhapatnam,Restaurant,4.1,637,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Eagle Restaurant & Bar,"shop no. 43-9-233, railway new colony road, near main road, dondaparthi",Visakhapatnam,Bar,3.4,176,"Cocktails, mocktails, beverages & bar snacks",300,1200,Rs.300 - Rs.1200 per person
Visakha Hotel,,Visakhapatnam,Restaurant,3.0,2,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Andhra Spice Kitchen,"43-9-220, beside indian oil bunk",Visakhapatnam,Chinese restaurant,3.5,26,"Authentic Andhra meals, spicy curries, rice dishes & chutneys",80,300,Rs.80 - Rs.300 per person
Aay Foodies,p8h5+8v2,Visakhapatnam,Indian restaurant,5.0,4,"Indian cuisine with rice, curries, dals & traditional meals",100,400,Rs.100 - Rs.400 per person
Vasavi'S Dosa Palace,"old jail road central park back said women's college, opposite visakhapatnam",Visakhapatnam,Restaurant,4.2,10,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Balaabhi Foods,,Visakhapatnam,Fast food restaurant,5.0,3,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Nandus Food Court Biryani Adda,,Visakhapatnam,Restaurant,4.0,4,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Madura Restaurant,"d no 26-78-9, railway new colony rd, near sri kanya theatre",Visakhapatnam,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Amrutha Home Food'S And Tiffins,backside street,Visakhapatnam,Takeout Restaurant,4.8,83,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
